"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"127035"	"PGA_scaffold46__73_contigs__length_12693875"	10391054	10391054	"+"	4.27017959022374e-12	2.11500211202843e-10	-31.7505539727762
"127045"	"PGA_scaffold46__73_contigs__length_12693875"	10392384	10392384	"+"	9.662617110256e-10	2.83041884461175e-08	-39.493620414673
"127114"	"PGA_scaffold46__73_contigs__length_12693875"	11221288	11221288	"+"	8.19638746795216e-13	4.64020825148048e-11	26.1388743531601
"127251"	"PGA_scaffold46__73_contigs__length_12693875"	11727476	11727476	"+"	2.48825519893872e-13	1.55589486934908e-11	32.4085069631869
"127254"	"PGA_scaffold46__73_contigs__length_12693875"	11759000	11759000	"+"	9.64141965522381e-12	4.36376066192723e-10	-25.1776062341619
"127255"	"PGA_scaffold46__73_contigs__length_12693875"	11759008	11759008	"+"	2.54006760106514e-13	1.58434195568389e-11	-25.1785714285714
"127918"	"PGA_scaffold47__164_contigs__length_21858264"	4268413	4268413	"+"	4.87912593540831e-09	1.2130978316997e-07	25.1918158567775
"128032"	"PGA_scaffold47__164_contigs__length_21858264"	6603507	6603507	"+"	1.13109950858423e-14	9.02516662071397e-13	29.2178145324547
"128044"	"PGA_scaffold47__164_contigs__length_21858264"	6604985	6604985	"+"	9.19304478686529e-11	3.36142372347705e-09	-26.8593114665221
"128045"	"PGA_scaffold47__164_contigs__length_21858264"	6605014	6605014	"+"	1.28829848835998e-15	1.20872772695681e-13	-29.8388345933985
"128074"	"PGA_scaffold47__164_contigs__length_21858264"	6614316	6614316	"+"	2.22338546153559e-18	3.36857688781261e-16	-43.3666961044058
"128740"	"PGA_scaffold47__164_contigs__length_21858264"	11149258	11149258	"+"	1.67226482356734e-19	2.95809207534194e-17	-29.4023131595327
"128852"	"PGA_scaffold47__164_contigs__length_21858264"	11432186	11432186	"+"	1.21252691926488e-26	5.6564326665756e-24	31.0078710205993
"128921"	"PGA_scaffold47__164_contigs__length_21858264"	11461067	11461067	"+"	2.8484747857698e-24	1.0024372859202e-21	31.9736842105263
"129057"	"PGA_scaffold47__164_contigs__length_21858264"	11613085	11613085	"+"	6.14598426294253e-19	1.00395157466826e-16	-30.8306939245609
"129125"	"PGA_scaffold47__164_contigs__length_21858264"	11662686	11662686	"+"	4.7958356810227e-16	4.87839623743326e-14	-32.826899128269
"129614"	"PGA_scaffold47__164_contigs__length_21858264"	15828591	15828591	"+"	6.66742453494535e-18	9.27497049223737e-16	-25.6965346171233
"129717"	"PGA_scaffold47__164_contigs__length_21858264"	16841206	16841206	"+"	9.00593049706947e-10	2.66530377640711e-08	-25.9131893478717
"129951"	"PGA_scaffold47__164_contigs__length_21858264"	17895189	17895189	"+"	1.27915628427293e-12	6.98399862136873e-11	27.6947295202997
"129967"	"PGA_scaffold47__164_contigs__length_21858264"	17897176	17897176	"+"	1.60509352185064e-08	3.50504492670778e-07	28.3594893273452
"130005"	"PGA_scaffold47__164_contigs__length_21858264"	17903616	17903616	"+"	2.02315602953935e-22	5.33992888767071e-20	33.3460237691864
"130484"	"PGA_scaffold47__164_contigs__length_21858264"	18788456	18788456	"+"	1.89075564921601e-07	3.12830556402332e-06	26.0350097249236
"130905"	"PGA_scaffold47__164_contigs__length_21858264"	19593510	19593510	"+"	1.16418007680398e-13	7.76874514564188e-12	31.5580903419284
"131127"	"PGA_scaffold48__117_contigs__length_14149252"	702733	702733	"+"	8.54482570979112e-12	3.91692795552902e-10	27.2948510459749
"131336"	"PGA_scaffold48__117_contigs__length_14149252"	2196987	2196987	"+"	3.52280845499084e-24	1.22259011407324e-21	37.6395534290271
"131401"	"PGA_scaffold48__117_contigs__length_14149252"	2332775	2332775	"+"	6.96198780826776e-27	3.44232607421332e-24	46.6052848267086
"131482"	"PGA_scaffold48__117_contigs__length_14149252"	2375737	2375737	"+"	5.31601270135445e-08	1.01396322136804e-06	25.40277418799
"131552"	"PGA_scaffold48__117_contigs__length_14149252"	2507265	2507265	"+"	3.65384606714317e-11	1.46295918282515e-09	25.0610500610501
"131651"	"PGA_scaffold48__117_contigs__length_14149252"	2512750	2512750	"+"	8.977845672405e-25	3.42378180539009e-22	27.4734054196034
"131666"	"PGA_scaffold48__117_contigs__length_14149252"	2513231	2513231	"+"	3.83195165510058e-41	1.03874271193221e-37	-45.5034396497811
"131704"	"PGA_scaffold48__117_contigs__length_14149252"	2553174	2553174	"+"	2.72710122601695e-24	9.63102723679233e-22	-26.844262295082
"131853"	"PGA_scaffold48__117_contigs__length_14149252"	2631642	2631642	"+"	8.5376441791113e-18	1.16662608690126e-15	33.4893343510224
"131904"	"PGA_scaffold48__117_contigs__length_14149252"	2835613	2835613	"+"	5.36849303364091e-24	1.81907403676748e-21	30.9917964995418
"132432"	"PGA_scaffold48__117_contigs__length_14149252"	4952425	4952425	"+"	2.50032170730872e-38	5.33565481933903e-35	41.4941204703624
"132613"	"PGA_scaffold48__117_contigs__length_14149252"	5631470	5631470	"+"	3.38684797092812e-12	1.7078534910186e-10	-25.313255508738
"133116"	"PGA_scaffold48__117_contigs__length_14149252"	9276393	9276393	"+"	9.18333193781078e-24	3.00020962151059e-21	-25.647099530229
"133190"	"PGA_scaffold48__117_contigs__length_14149252"	9280944	9280944	"+"	3.15430070051949e-23	9.5869142977252e-21	27.9021158168078
"133319"	"PGA_scaffold48__117_contigs__length_14149252"	9517853	9517853	"+"	2.4700499070086e-15	2.19238578339118e-13	25.0878220140515
"133387"	"PGA_scaffold48__117_contigs__length_14149252"	9714295	9714295	"+"	5.25872952971891e-10	1.63749431971878e-08	-26.5514532600157
"133817"	"PGA_scaffold48__117_contigs__length_14149252"	11533344	11533344	"+"	8.80998682543655e-18	1.20056903290957e-15	35.9984573539561
"133988"	"PGA_scaffold48__117_contigs__length_14149252"	12006431	12006431	"+"	2.11975466651331e-13	1.33882802426837e-11	25.6131776631369
"134219"	"PGA_scaffold4__118_contigs__length_24133938"	624572	624572	"+"	3.93870102190093e-06	4.45820435377439e-05	-25.1937984496124
"134503"	"PGA_scaffold4__118_contigs__length_24133938"	1724676	1724676	"+"	4.80448958117174e-18	6.92353207946397e-16	-30.0258248921873
"134644"	"PGA_scaffold4__118_contigs__length_24133938"	2100141	2100141	"+"	7.91335586144508e-07	1.10249902785228e-05	-25.6274664561957
"134753"	"PGA_scaffold4__118_contigs__length_24133938"	2170420	2170420	"+"	5.38951610313588e-21	1.15998814201391e-18	-25.467237610955
"134801"	"PGA_scaffold4__118_contigs__length_24133938"	2270182	2270182	"+"	1.33301535131285e-10	4.69115716781355e-09	31.3994828700711
"134847"	"PGA_scaffold4__118_contigs__length_24133938"	3517872	3517872	"+"	1.27658440121802e-09	3.62508781089016e-08	25.953947368421
"135094"	"PGA_scaffold4__118_contigs__length_24133938"	5774318	5774318	"+"	7.00587531978985e-08	1.29715914270935e-06	36.520241171404
"135114"	"PGA_scaffold4__118_contigs__length_24133938"	5778968	5778968	"+"	1.63056536777901e-12	8.72686624900861e-11	-32.5655298467162
"135468"	"PGA_scaffold4__118_contigs__length_24133938"	8972741	8972741	"+"	1.70626721610297e-21	3.89827271923404e-19	41.7564261430432
"135489"	"PGA_scaffold4__118_contigs__length_24133938"	8987535	8987535	"+"	1.42922020392497e-20	2.90176267724232e-18	40.8337236533958
"135490"	"PGA_scaffold4__118_contigs__length_24133938"	8987538	8987538	"+"	2.01934143151478e-19	3.534637058502e-17	39.3162393162393
"135655"	"PGA_scaffold4__118_contigs__length_24133938"	9253063	9253063	"+"	1.6744950379474e-12	8.92862867542062e-11	-30.1535087719298
"135704"	"PGA_scaffold4__118_contigs__length_24133938"	9257559	9257559	"+"	1.91743323156125e-13	1.22103857489775e-11	34.5953274926992
"135878"	"PGA_scaffold4__118_contigs__length_24133938"	9581346	9581346	"+"	2.51558266729773e-08	5.24109703321557e-07	29.7206703910615
"135991"	"PGA_scaffold4__118_contigs__length_24133938"	10060585	10060585	"+"	2.30611883705099e-10	7.74866776431789e-09	-25.1020350320277
"136408"	"PGA_scaffold4__118_contigs__length_24133938"	11654317	11654317	"+"	2.31812509940522e-27	1.25676718762836e-24	32.905055605967
"136509"	"PGA_scaffold4__118_contigs__length_24133938"	11667962	11667962	"+"	8.24511641907741e-24	2.71135663227664e-21	32.2724884711926
"136536"	"PGA_scaffold4__118_contigs__length_24133938"	11669829	11669829	"+"	7.02167605688285e-14	4.87037261769024e-12	27.4100744819796
"136540"	"PGA_scaffold4__118_contigs__length_24133938"	11669847	11669847	"+"	1.75931434484873e-19	3.09027428510282e-17	31.3860738225359
"136648"	"PGA_scaffold4__118_contigs__length_24133938"	11906461	11906461	"+"	1.17238381366068e-10	4.19504292005545e-09	-28.8409703504043
"137016"	"PGA_scaffold4__118_contigs__length_24133938"	12701172	12701172	"+"	1.79565428240051e-28	1.15448373768465e-25	-31.554928252176
"137085"	"PGA_scaffold4__118_contigs__length_24133938"	12966276	12966276	"+"	1.24172760546735e-16	1.400923007353e-14	-27.819790041372
"137104"	"PGA_scaffold4__118_contigs__length_24133938"	12968467	12968467	"+"	9.6608320495855e-17	1.10611458383991e-14	27.4775698538836
"137861"	"PGA_scaffold4__118_contigs__length_24133938"	17929197	17929197	"+"	1.14326112973024e-12	6.28651992610975e-11	26.072374227714
"138649"	"PGA_scaffold5__54_contigs__length_17529967"	3105723	3105723	"+"	2.94323514838551e-08	6.00608026172003e-07	27.9694767883744
"138650"	"PGA_scaffold5__54_contigs__length_17529967"	3105732	3105732	"+"	5.90161439211527e-12	2.83213685730453e-10	38.3040935672515
"138659"	"PGA_scaffold5__54_contigs__length_17529967"	3199532	3199532	"+"	3.23445851364601e-12	1.63511992134616e-10	25.0843245162436
"138670"	"PGA_scaffold5__54_contigs__length_17529967"	3199654	3199654	"+"	9.135624782014e-21	1.91690261490206e-18	-30.5065596068624
"138815"	"PGA_scaffold5__54_contigs__length_17529967"	4418201	4418201	"+"	1.23215382465403e-11	5.45856139537342e-10	28.1024096385542
"139065"	"PGA_scaffold5__54_contigs__length_17529967"	6516722	6516722	"+"	5.09403307703335e-17	6.17051079374874e-15	30.646145014889
"139151"	"PGA_scaffold5__54_contigs__length_17529967"	6638484	6638484	"+"	1.01267917040276e-37	2.03138183834372e-34	33.3839378963576
"139399"	"PGA_scaffold5__54_contigs__length_17529967"	7144339	7144339	"+"	1.12257952827978e-18	1.78717162722799e-16	-28.5781544256121
"139527"	"PGA_scaffold5__54_contigs__length_17529967"	7778405	7778405	"+"	3.77170503432588e-24	1.299973277488e-21	26.7340613931523
"139905"	"PGA_scaffold5__54_contigs__length_17529967"	10702519	10702519	"+"	5.89493613738354e-24	1.97082263854511e-21	34.4582211462316
"140484"	"PGA_scaffold5__54_contigs__length_17529967"	14479777	14479777	"+"	3.61415883842831e-24	1.24996810097945e-21	-36.0744077410744
"140938"	"PGA_scaffold5__54_contigs__length_17529967"	15909854	15909854	"+"	1.20494952349343e-28	7.84761748091639e-26	40.8182995405602
"141030"	"PGA_scaffold5__54_contigs__length_17529967"	16111196	16111196	"+"	3.85357986841268e-22	9.68681847278578e-20	27.5584795321637
"141139"	"PGA_scaffold5__54_contigs__length_17529967"	16350339	16350339	"+"	1.19192505233126e-28	7.81352866402276e-26	-40.1653652774729
"141167"	"PGA_scaffold5__54_contigs__length_17529967"	16355361	16355361	"+"	1.10678976149497e-07	1.95093391733643e-06	27.3038336323168
"141313"	"PGA_scaffold5__54_contigs__length_17529967"	17235659	17235659	"+"	1.3934297506518e-15	1.30127920580114e-13	-28.7402274342573
"141395"	"PGA_scaffold7__77_contigs__length_16129408"	433779	433779	"+"	1.07597019483307e-27	6.16668670666313e-25	29.5247023128005
"141603"	"PGA_scaffold7__77_contigs__length_16129408"	2585692	2585692	"+"	5.77879032614886e-14	4.06449977704438e-12	-26.6598112113062
"141605"	"PGA_scaffold7__77_contigs__length_16129408"	2585722	2585722	"+"	7.47861106563551e-18	1.0289235606462e-15	-26.9435046745971
"141607"	"PGA_scaffold7__77_contigs__length_16129408"	2585846	2585846	"+"	1.224679351585e-16	1.3848045067177e-14	-30.823282997196
"141613"	"PGA_scaffold7__77_contigs__length_16129408"	2587270	2587270	"+"	4.38912334459187e-10	1.3865123700022e-08	-32.1044546850999
"141654"	"PGA_scaffold7__77_contigs__length_16129408"	2873823	2873823	"+"	3.37553465979448e-13	2.06942153805497e-11	30.1589066824832
"141822"	"PGA_scaffold7__77_contigs__length_16129408"	3153270	3153270	"+"	1.19215784658545e-25	5.04516190797124e-23	31.6040302124623
"142168"	"PGA_scaffold7__77_contigs__length_16129408"	6027308	6027308	"+"	5.3008106495043e-18	7.56684017748282e-16	-27.4375538329027
"142337"	"PGA_scaffold7__77_contigs__length_16129408"	6278995	6278995	"+"	1.38238753591201e-11	6.07580548772063e-10	32.2314335060449
"142647"	"PGA_scaffold7__77_contigs__length_16129408"	13128101	13128101	"+"	9.07893469471742e-31	7.91820505506533e-28	42.6053543079809
"142772"	"PGA_scaffold7__77_contigs__length_16129408"	14469945	14469945	"+"	2.48369363040873e-12	1.28406197712207e-10	27.5145228215768
"142874"	"PGA_scaffold7__77_contigs__length_16129408"	14863197	14863197	"+"	8.88411008505133e-14	6.06984454182438e-12	25.6492417240081
"142875"	"PGA_scaffold7__77_contigs__length_16129408"	14863207	14863207	"+"	1.31992219940491e-19	2.36824275734548e-17	38.5544641147016
"142959"	"PGA_scaffold7__77_contigs__length_16129408"	14928584	14928584	"+"	2.76861801798716e-13	1.71728633261348e-11	27.1384224956382
"142994"	"PGA_scaffold7__77_contigs__length_16129408"	14931113	14931113	"+"	3.32242732000249e-21	7.35608907967252e-19	29.0869183494293
"143102"	"PGA_scaffold7__77_contigs__length_16129408"	15087016	15087016	"+"	1.22934381619713e-23	3.95192286659279e-21	-30.6097716545478
"143110"	"PGA_scaffold7__77_contigs__length_16129408"	15092054	15092054	"+"	5.27099086725612e-22	1.3021347308041e-19	28.8197022572023
"143170"	"PGA_scaffold7__77_contigs__length_16129408"	15109987	15109987	"+"	5.21255989993746e-19	8.59878661790845e-17	-39.6076156320869
"143187"	"PGA_scaffold7__77_contigs__length_16129408"	15114408	15114408	"+"	7.88849381125201e-08	1.44378731944775e-06	-27.1345120742711
"143188"	"PGA_scaffold7__77_contigs__length_16129408"	15114414	15114414	"+"	7.92151315518766e-10	2.3766293913767e-08	-30.136660724896
"143348"	"PGA_scaffold7__77_contigs__length_16129408"	15404828	15404828	"+"	9.10101142499721e-19	1.45815945697967e-16	29.0225297991722
"143372"	"PGA_scaffold7__77_contigs__length_16129408"	15524645	15524645	"+"	3.08431183438334e-14	2.28301454051472e-12	25.9280842863242
"143443"	"PGA_scaffold7__77_contigs__length_16129408"	15760693	15760693	"+"	1.12404717874303e-11	5.02402023381756e-10	26.8110795454545
"143446"	"PGA_scaffold7__77_contigs__length_16129408"	15760749	15760749	"+"	1.81037291373397e-33	2.18765907942867e-30	43.9772727272727
"143987"	"PGA_scaffold7__77_contigs__length_16129408"	16061580	16061580	"+"	7.47537486259733e-08	1.37570769348147e-06	25.4087645987357
"144036"	"PGA_scaffold8__70_contigs__length_6254265"	51821	51821	"+"	4.21358007969213e-34	5.56067294354577e-31	-41.0075598754844
"144051"	"PGA_scaffold8__70_contigs__length_6254265"	60301	60301	"+"	1.48597704830096e-16	1.65232417304e-14	-28.9972990468537
"144064"	"PGA_scaffold8__70_contigs__length_6254265"	61029	61029	"+"	2.20166639410705e-33	2.60481862095635e-30	40.5791591420334
"144333"	"PGA_scaffold8__70_contigs__length_6254265"	396906	396906	"+"	5.39909762085772e-10	1.67703770682177e-08	-26.6275391275391
"144410"	"PGA_scaffold8__70_contigs__length_6254265"	498708	498708	"+"	5.84249382179654e-15	4.8549044196213e-13	-25.855276798673
"144426"	"PGA_scaffold8__70_contigs__length_6254265"	503748	503748	"+"	2.69774734118519e-23	8.32544784854694e-21	34.0811044003451
"144436"	"PGA_scaffold8__70_contigs__length_6254265"	522006	522006	"+"	7.70504671205928e-13	4.40590754406838e-11	-37.4288337924702
"144437"	"PGA_scaffold8__70_contigs__length_6254265"	522019	522019	"+"	1.03723334004973e-14	8.33588232300847e-13	-39.8408518109478
"144491"	"PGA_scaffold8__70_contigs__length_6254265"	561660	561660	"+"	5.82915034933795e-29	3.95032870135006e-26	-36.5097930010211
"144500"	"PGA_scaffold8__70_contigs__length_6254265"	561950	561950	"+"	3.60650243643445e-11	1.44689132815907e-09	25.7101165937071
"144589"	"PGA_scaffold8__70_contigs__length_6254265"	567650	567650	"+"	1.47112923895736e-37	2.78397063538411e-34	-47.0643642072214
"144718"	"PGA_scaffold8__70_contigs__length_6254265"	824423	824423	"+"	4.49541829720526e-41	1.18652311917216e-37	-53.097605893186
"144724"	"PGA_scaffold8__70_contigs__length_6254265"	850383	850383	"+"	4.30425580284249e-29	2.95688824212977e-26	-42.1346550641428
"144761"	"PGA_scaffold8__70_contigs__length_6254265"	863459	863459	"+"	9.01496220051793e-36	1.40410301490918e-32	42.4603651213068
"144765"	"PGA_scaffold8__70_contigs__length_6254265"	909536	909536	"+"	3.26030659414153e-16	3.40270850955468e-14	30.2902455924244
"144863"	"PGA_scaffold8__70_contigs__length_6254265"	1005165	1005165	"+"	8.97792691344763e-20	1.64618421038989e-17	26.5199726029219
"144917"	"PGA_scaffold8__70_contigs__length_6254265"	1096711	1096711	"+"	2.33588368179135e-24	8.30791026326285e-22	35.8728147137194
"144983"	"PGA_scaffold8__70_contigs__length_6254265"	1101271	1101271	"+"	1.79774621224155e-13	1.1536102252802e-11	-30.0624907007886
"144985"	"PGA_scaffold8__70_contigs__length_6254265"	1101277	1101277	"+"	2.28542008068607e-09	6.1158404811799e-08	-26.8084490740741
"145005"	"PGA_scaffold8__70_contigs__length_6254265"	1102206	1102206	"+"	7.16267416812907e-08	1.3242352535495e-06	-25.4444444444444
"145119"	"PGA_scaffold8__70_contigs__length_6254265"	1129562	1129562	"+"	1.72003007573951e-15	1.58270230704672e-13	25.6712817285505
"145271"	"PGA_scaffold8__70_contigs__length_6254265"	1353847	1353847	"+"	2.86115767459996e-11	1.17177087510271e-09	-32.736013986014
"145320"	"PGA_scaffold8__70_contigs__length_6254265"	1358649	1358649	"+"	6.88120029566815e-13	3.96419601572415e-11	-25.409604719098
"145338"	"PGA_scaffold8__70_contigs__length_6254265"	1359344	1359344	"+"	4.41637286822364e-16	4.5152980016035e-14	-35.0208855472013
"145425"	"PGA_scaffold8__70_contigs__length_6254265"	1430687	1430687	"+"	1.92989071462045e-18	2.9618472882191e-16	27.0871630692967
"145451"	"PGA_scaffold8__70_contigs__length_6254265"	1434538	1434538	"+"	2.26312753202986e-11	9.47748711795242e-10	26.5421377715922
"145512"	"PGA_scaffold8__70_contigs__length_6254265"	1438983	1438983	"+"	2.35560931994931e-12	1.2222529732245e-10	-26.1711722812292
"145534"	"PGA_scaffold8__70_contigs__length_6254265"	1439463	1439463	"+"	1.33280647482414e-08	2.97258237743169e-07	-25.6664456233422
"145563"	"PGA_scaffold8__70_contigs__length_6254265"	1568072	1568072	"+"	5.73054067870868e-09	1.40048331828074e-07	29.9790722009069
"145932"	"PGA_scaffold8__70_contigs__length_6254265"	1967023	1967023	"+"	4.09556177964274e-07	6.18542711316462e-06	26.3557036331905
